observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1333104,1333122,1332761,25,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,Delaying medical care for conditions other than COVID-19
1333104,1333133,1333338,25,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media",Using non-prescription drugs
1333104,1333338,1333142,25,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using non-prescription drugs,"Increasing watching, reading, or listening to news stories, including social media"
1333291,1333029,1333136,25,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Had difficulty arranging for childcare
1333291,1333138,1333222,25,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,Incurred increased costs for childcare expenses
1333291,1333222,1333136,25,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Incurred increased costs for childcare expenses,Had difficulty arranging for childcare
1333291,1333222,1333170,25,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Incurred increased costs for childcare expenses,"None of the above (if selected, no other response options are available"
1333293,1332783,45883856,25,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,Almost every day
1333294,1333170,1333227,25,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.","None of the above (if selected, no other response options are available",Did not have a regular place to sleep or stay
1333294,1333227,1333146,25,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have a regular place to sleep or stay,Not enough money to pay for food
1333294,1333227,1333223,25,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have a regular place to sleep or stay,Not enough money to pay rent
1333303,903096,45884456,25,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",PMI: Skip,Quite a bit
1310060,45876662,903096,24,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Never,PMI: Skip
1310067,45878142,1310117,24,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people. What was the purpose of the large gathering?",Other,Religious/spiritual gathering
1310138,1310112,1310111,24,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",Much more,Much less
1310139,903096,45879534,24,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",PMI: Skip,About the same
1332750,45876636,1177221,24,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Don't know,I prefer not to answer
1332769,1332758,1332766,24,Who do you know who has died? Check all that apply.,"Spouse, partner, boyfriend, girlfriend",Friend
1332769,1332759,45878142,24,Who do you know who has died? Check all that apply.,Parent,Other
1333017,1333152,1333161,24,"In the past month, have you used any of the following drugs? Select all that apply.","Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products","Hallucinogens (for example, LSD, acid, Molly, mushrooms, PCP, Special K, ecstasy, Peyote, DMT, Foxy, etc)"
1333104,1333142,1333237,24,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media","Using prescription drugs (like valium, etc)"
1333221,45884455,45876662,24,Choose the answer that is true for you in the past month. I am an outgoing person.,Often,Never
1333291,1333136,1333150,24,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,Income or pay has been reduced
1333293,1332782,45883856,24,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,Almost every day
1333294,1333146,903096,24,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay for food,PMI: Skip
1333296,45884456,903096,24,"In the past 7 days, I tried not to think about COVID-19.",Quite a bit,PMI: Skip
1333297,45877994,903096,24,Do you personally know someone who has died of COVID-19?,Yes,PMI: Skip
713888,1310118,1310108,23,When did your COVID-19 symptoms begin?,September or October 2020,July or August 2020
713888,1310118,1310109,23,When did your COVID-19 symptoms begin?,September or October 2020,March or April 2020
1310051,45883772,903072,23,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",All of the time,PMI: Does Not Apply To Me
1310060,903096,45876662,23,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",PMI: Skip,Never
